track_id,user_id,title,artist,album,duration_sec,storage_path,file_size_mb,codec,bitrate_kbps,sample_rate,source_quality,tagging_status,tag_confidence_avg,language,release_year,isrc,musicbrainz_recording_id,acoustid,created_at,updated_at,genre_tags,vibe_tags,context_tags,version_tags,quality_tags,language_tags,all_tags,bpm,musical_key,loudness_lufs,energy,danceability,valence,acousticness,instrumentalness,vocal_presence,intro_length_sec,outro_fade,play_count,complete_count,skip_count,like_count,last_played_at,recommendation_notes,needs_review_flag,issue_flags,suggested_review_reason
9516a34a417180ba2d4c047d759f4f965389fea1fb74820b9598e4a71164c284,c2831538-94b0-4a57-b034-5e873a53c42e,Beautiful Things,Benson Boone,Beautiful Things,180.3,c2831538-94b0-4a57-b034-5e873a53c42e/9516a34a417180ba2d4c047d759f4f965389fea1fb74820b9598e4a71164c284.mp3,6.93,mp3,320,44100,high-compressed,ready,0.68,,,,,,2026-07-06T04:55:16.12812+00:00,2026-07-06T06:18:53.9738+00:00,pop(0.70/llm),soft(0.68/llm),background(0.66/llm); shower(0.66/llm); playlist-continue-good(0.66/llm); transition-safe(0.58/llm),,high-compressed(0.85/heuristic),lang-en(0.65/llm),high-compressed(0.85/heuristic); pop(0.70/llm); soft(0.68/llm); background(0.66/llm); shower(0.66/llm); playlist-continue-good(0.66/llm); lang-en(0.65/llm); transition-safe(0.58/llm),,,,2,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
ca0d45bc6c554c580063d42c662d634fa05315d3cc47e59960425f1841e00baf,c2831538-94b0-4a57-b034-5e873a53c42e,GHOST TOWN,Benson Boone,GHOST TOWN,193.7,c2831538-94b0-4a57-b034-5e873a53c42e/ca0d45bc6c554c580063d42c662d634fa05315d3cc47e59960425f1841e00baf.mp3,7.43,mp3,320,44100,high-compressed,ready,0.65,,,,,,2026-07-06T04:55:03.319987+00:00,2026-07-06T06:17:56.285022+00:00,game-ost(0.65/llm); pop(0.65/llm),dramatic(0.63/llm); cinematic(0.63/llm); boss-fight(0.63/llm),playlist-continue-good(0.62/llm); game(0.61/llm); transition-safe(0.61/llm),original(0.62/llm),high-compressed(0.85/heuristic),,high-compressed(0.85/heuristic); game-ost(0.65/llm); pop(0.65/llm); dramatic(0.63/llm); cinematic(0.63/llm); boss-fight(0.63/llm); original(0.62/llm); playlist-continue-good(0.62/llm); game(0.61/llm); transition-safe(0.61/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
e353128c20dcff27d5c0cfa2613a478992515c2198cd3e5b62fd0e3e8ba88480,c2831538-94b0-4a57-b034-5e873a53c42e,In The Stars,Benson Boone,In The Stars,216.410317,c2831538-94b0-4a57-b034-5e873a53c42e/e353128c20dcff27d5c0cfa2613a478992515c2198cd3e5b62fd0e3e8ba88480.mp3,8.32,mp3,320,44100,high-compressed,ready,0.686,,,,,,2026-07-06T04:54:57.020388+00:00,2026-07-06T06:18:01.657772+00:00,pop(0.70/llm); alt-pop(0.70/llm),dramatic(0.68/llm),background(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),,high-compressed(0.85/heuristic); original(0.70/heuristic); pop(0.70/llm); alt-pop(0.70/llm); dramatic(0.68/llm); background(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
bf547264c3268a8c4b7fb37947f0aa45748d10925fa75d22cb86f72c0afcea89,c2831538-94b0-4a57-b034-5e873a53c42e,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",194.1,c2831538-94b0-4a57-b034-5e873a53c42e/bf547264c3268a8c4b7fb37947f0aa45748d10925fa75d22cb86f72c0afcea89.mp3,7.44,mp3,320,44100,high-compressed,ready,0.757,,,,,,2026-07-06T04:55:18.245266+00:00,2026-07-06T06:18:07.637723+00:00,pop(0.80/llm); dark-pop(0.80/llm),rebellious(0.78/llm); confident(0.78/llm),party(0.76/llm); playlist-continue-good(0.76/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),,high-compressed(0.85/heuristic); pop(0.80/llm); dark-pop(0.80/llm); rebellious(0.78/llm); confident(0.78/llm); party(0.76/llm); playlist-continue-good(0.76/llm); original(0.70/heuristic); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
0aebb796e3884848a4e1bfffe2252e2b7c40ab5468a16b47f074a9a296f1a0a8,c2831538-94b0-4a57-b034-5e873a53c42e,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,210.4,c2831538-94b0-4a57-b034-5e873a53c42e/0aebb796e3884848a4e1bfffe2252e2b7c40ab5468a16b47f074a9a296f1a0a8.mp3,8.07,mp3,320,44100,high-compressed,ready,0.655,,,,,,2026-07-06T04:55:13.801901+00:00,2026-07-06T06:17:56.375384+00:00,alt-pop(0.65/llm),soft(0.63/llm),playlist-continue-good(0.62/llm); background(0.61/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.60/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); alt-pop(0.65/llm); soft(0.63/llm); playlist-continue-good(0.62/llm); background(0.61/llm); lang-en(0.60/llm); transition-safe(0.58/llm),,,,2,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
3985b86f740fbc636ad6018d3d7376abb824c78210a4f27da4c4ad7b7b993697,c2831538-94b0-4a57-b034-5e873a53c42e,CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,303.4,c2831538-94b0-4a57-b034-5e873a53c42e/3985b86f740fbc636ad6018d3d7376abb824c78210a4f27da4c4ad7b7b993697.mp3,11.62,mp3,320,44100,high-compressed,ready,0.666,,,,,,2026-07-06T04:55:11.552135+00:00,2026-07-06T06:17:52.208704+00:00,alt-pop(0.68/llm),dark(0.66/llm); dramatic(0.66/llm),background(0.64/llm); focus(0.64/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.63/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); alt-pop(0.68/llm); dark(0.66/llm); dramatic(0.66/llm); background(0.64/llm); focus(0.64/llm); lang-en(0.63/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,3,3,2,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
fb9bbbac28b3e2b1225051788a750797f20e618bec287b314af3e40f4abf34e6,c2831538-94b0-4a57-b034-5e873a53c42e,Oxytocin,Billie Eilish,Happier Than Ever (Explicit),210.2,c2831538-94b0-4a57-b034-5e873a53c42e/fb9bbbac28b3e2b1225051788a750797f20e618bec287b314af3e40f4abf34e6.mp3,8.08,mp3,320,44100,high-compressed,ready,0.654,,,,,,2026-07-06T04:54:52.102649+00:00,2026-07-06T06:18:04.813325+00:00,alt-pop(0.70/llm),dark(0.68/llm); confident(0.68/llm),background(0.66/llm); focus(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,lang-en(0.65/llm),alt-pop(0.70/llm); dark(0.68/llm); confident(0.68/llm); background(0.66/llm); focus(0.66/llm); lang-en(0.65/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
50fff2ab373b07dd5b6d84a84d8186952f83d8070b83f8cdd20a135bc1684d49,c2831538-94b0-4a57-b034-5e873a53c42e,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,261.5,c2831538-94b0-4a57-b034-5e873a53c42e/50fff2ab373b07dd5b6d84a84d8186952f83d8070b83f8cdd20a135bc1684d49.mp3,10.02,mp3,320,44100,high-compressed,ready,0.678,,,,,,2026-07-06T04:54:40.863414+00:00,2026-07-06T06:18:04.618766+00:00,alt-pop(0.70/llm),dramatic(0.68/llm); soft(0.68/llm),background(0.66/llm); shower(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.65/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); alt-pop(0.70/llm); dramatic(0.68/llm); soft(0.68/llm); background(0.66/llm); shower(0.66/llm); lang-en(0.65/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,2,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
9b47721ce2953ee66cd37d67f0cb42c787221f833a7183772ac976f1b6580c4d,c2831538-94b0-4a57-b034-5e873a53c42e,lovely,Billie Eilish;Khalid,lovely,200.2,c2831538-94b0-4a57-b034-5e873a53c42e/9b47721ce2953ee66cd37d67f0cb42c787221f833a7183772ac976f1b6580c4d.mp3,7.68,mp3,320,44100,high-compressed,ready,0.741,,,,,,2026-07-06T04:54:54.433206+00:00,2026-07-06T06:17:45.652312+00:00,pop(0.80/llm); alt-pop(0.80/llm),dramatic(0.78/llm); sad(0.78/llm),background(0.76/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),,high-compressed(0.85/heuristic); pop(0.80/llm); alt-pop(0.80/llm); dramatic(0.78/llm); sad(0.78/llm); background(0.76/llm); original(0.70/heuristic); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
13ff19db77fe2b64cd7fa1f1aa256aeac151d47e5d14a5319e9cf49aac0527ed,c2831538-94b0-4a57-b034-5e873a53c42e,JUMP,BLACKPINK,JUMP,164.7,c2831538-94b0-4a57-b034-5e873a53c42e/13ff19db77fe2b64cd7fa1f1aa256aeac151d47e5d14a5319e9cf49aac0527ed.mp3,6.38,mp3,320,44100,high-compressed,ready,0.775,,,,,,2026-07-06T04:54:00.407679+00:00,2026-07-06T06:17:53.237703+00:00,k-pop(0.85/llm); dance-pop(0.85/llm),confident(0.83/llm); club(0.83/llm),party(0.81/llm); gym(0.81/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-ko(0.80/llm),high-compressed(0.85/heuristic); k-pop(0.85/llm); dance-pop(0.85/llm); confident(0.83/llm); club(0.83/llm); party(0.81/llm); gym(0.81/llm); lang-ko(0.80/llm); original(0.70/heuristic); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,5,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
a14332efa15b4930e67789cf49dfec92a7583c56c6e12c53ac563f8a364f74fd,c2831538-94b0-4a57-b034-5e873a53c42e,Pretty Savage,BLACKPINK,THE ALBUM,199.1,c2831538-94b0-4a57-b034-5e873a53c42e/a14332efa15b4930e67789cf49dfec92a7583c56c6e12c53ac563f8a364f74fd.mp3,7.68,mp3,320,44100,high-compressed,ready,0.804,,,,,,2026-07-06T04:53:54.870724+00:00,2026-07-06T06:17:43.118522+00:00,k-pop(0.85/llm); girl-group(0.85/llm); dance-pop(0.85/llm),baddie(0.83/llm); confident(0.83/llm); club(0.83/llm),party(0.81/llm); playlist-continue-good(0.81/llm); transition-safe(0.58/llm),,,lang-ko(0.80/llm),k-pop(0.85/llm); girl-group(0.85/llm); dance-pop(0.85/llm); baddie(0.83/llm); confident(0.83/llm); club(0.83/llm); party(0.81/llm); playlist-continue-good(0.81/llm); lang-ko(0.80/llm); transition-safe(0.58/llm),,,,5,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
6a395cb2797ff52d67dbc3794cef4f2bc5acb905541f8841af6621db1ad8a1e7,c2831538-94b0-4a57-b034-5e873a53c42e,Cool About It,boygenius,the record (Explicit),180,c2831538-94b0-4a57-b034-5e873a53c42e/6a395cb2797ff52d67dbc3794cef4f2bc5acb905541f8841af6621db1ad8a1e7.mp3,6.91,mp3,320,44100,high-compressed,ready,0.652,,,,,,2026-07-06T04:55:10.201379+00:00,2026-07-06T06:18:04.279734+00:00,alt-pop(0.65/llm),playful(0.63/llm); confident(0.63/llm),playlist-continue-good(0.62/llm); background(0.61/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.60/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); alt-pop(0.65/llm); playful(0.63/llm); confident(0.63/llm); playlist-continue-good(0.62/llm); background(0.61/llm); lang-en(0.60/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
733ba1c028e3424ec790fed34b9e1e2712b6125db36cb58570b4280435241c7e,c2831538-94b0-4a57-b034-5e873a53c42e,Not Strong Enough,boygenius,the record (Explicit),234.9,c2831538-94b0-4a57-b034-5e873a53c42e/733ba1c028e3424ec790fed34b9e1e2712b6125db36cb58570b4280435241c7e.mp3,9.01,mp3,320,44100,high-compressed,ready,0.68,,,,,,2026-07-06T04:54:53.272468+00:00,2026-07-06T06:18:11.490099+00:00,alt-pop(0.70/llm),dramatic(0.68/llm); soft(0.68/llm),background(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.65/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); alt-pop(0.70/llm); dramatic(0.68/llm); soft(0.68/llm); background(0.66/llm); lang-en(0.65/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,3,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
2ce50cdd9a15f0e10ccb029fc7ad40170e50727e554b4993cb87b31c34ea0d5f,c2831538-94b0-4a57-b034-5e873a53c42e,Havana,Camila Cabello;Young Thug,Havana,216.9,c2831538-94b0-4a57-b034-5e873a53c42e/2ce50cdd9a15f0e10ccb029fc7ad40170e50727e554b4993cb87b31c34ea0d5f.mp3,8.35,mp3,320,44100,high-compressed,ready,0.756,,,,,,2026-07-06T04:55:01.19116+00:00,2026-07-06T06:17:44.577477+00:00,pop(0.80/llm); dance-pop(0.80/llm),sexy(0.78/llm); confident(0.78/llm),party(0.76/llm); playlist-continue-good(0.76/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.75/llm),high-compressed(0.85/heuristic); pop(0.80/llm); dance-pop(0.80/llm); sexy(0.78/llm); confident(0.78/llm); party(0.76/llm); playlist-continue-good(0.76/llm); lang-en(0.75/llm); original(0.70/heuristic); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
04b70002748349f51a59a38c628a83c67a388b23d0346d350b98976150d740de,c2831538-94b0-4a57-b034-5e873a53c42e,Prada,cassö;RAYE;D-Block Europe,Prada,132.4,c2831538-94b0-4a57-b034-5e873a53c42e/04b70002748349f51a59a38c628a83c67a388b23d0346d350b98976150d740de.mp3,5.09,mp3,320,44100,high-compressed,ready,0.723,,,,,,2026-07-06T04:54:06.924533+00:00,2026-07-06T06:18:01.879493+00:00,dance-pop(0.75/llm); hip-hop(0.75/llm),confident(0.73/llm); baddie(0.73/llm),party(0.71/llm); playlist-continue-good(0.71/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),,high-compressed(0.85/heuristic); dance-pop(0.75/llm); hip-hop(0.75/llm); confident(0.73/llm); baddie(0.73/llm); party(0.71/llm); playlist-continue-good(0.71/llm); original(0.70/heuristic); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
b20627ff04546464a40873c8b8cdf470c1956cc26065b5f47a6f0c9326f8eb9f,c2831538-94b0-4a57-b034-5e873a53c42e,Casual (Explicit),Chappell Roan,The Rise and Fall of a Midwest Princess (Explicit),232.8,c2831538-94b0-4a57-b034-5e873a53c42e/b20627ff04546464a40873c8b8cdf470c1956cc26065b5f47a6f0c9326f8eb9f.mp3,9,mp3,320,44100,high-compressed,ready,0.722,,,,,,2026-07-06T04:55:11.97616+00:00,2026-07-06T06:18:07.21582+00:00,pop(0.75/llm),confident(0.73/llm); playful(0.73/llm),party(0.71/llm); playlist-continue-good(0.71/llm); transition-safe(0.58/llm),original(0.72/llm); explicit(0.72/llm),high-compressed(0.85/heuristic),,high-compressed(0.85/heuristic); pop(0.75/llm); confident(0.73/llm); playful(0.73/llm); original(0.72/llm); explicit(0.72/llm); party(0.71/llm); playlist-continue-good(0.71/llm); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
164a587eca9103f853d8d389e4ba898dc0bbe7e472cb52079bd5dc22abe0d762,c2831538-94b0-4a57-b034-5e873a53c42e,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",218.4,c2831538-94b0-4a57-b034-5e873a53c42e/164a587eca9103f853d8d389e4ba898dc0bbe7e472cb52079bd5dc22abe0d762.mp3,8.4,mp3,320,44100,high-compressed,ready,0.721,,,,,,2026-07-06T04:55:02.367339+00:00,2026-07-06T06:18:06.755304+00:00,pop(0.75/llm); dance-pop(0.75/llm),confident(0.73/llm); playful(0.73/llm),party(0.71/llm); playlist-continue-good(0.71/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.70/llm),high-compressed(0.85/heuristic); pop(0.75/llm); dance-pop(0.75/llm); confident(0.73/llm); playful(0.73/llm); party(0.71/llm); playlist-continue-good(0.71/llm); original(0.70/heuristic); lang-en(0.70/llm); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
764cc6c9729e065b54d86c8b0a458e66ec43c120951c08f289122be78f34c5e3,c2831538-94b0-4a57-b034-5e873a53c42e,HOT TO GO!,Chappell Roan,HOT TO GO!,184.8,c2831538-94b0-4a57-b034-5e873a53c42e/764cc6c9729e065b54d86c8b0a458e66ec43c120951c08f289122be78f34c5e3.mp3,7.16,mp3,320,44100,high-compressed,ready,0.754,,,,,,2026-07-06T04:55:00.37682+00:00,2026-07-06T06:18:12.003946+00:00,dance-pop(0.80/llm),confident(0.78/llm); baddie(0.78/llm); euphoric(0.78/llm),party(0.76/llm); playlist-continue-good(0.76/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.75/llm),high-compressed(0.85/heuristic); dance-pop(0.80/llm); confident(0.78/llm); baddie(0.78/llm); euphoric(0.78/llm); party(0.76/llm); playlist-continue-good(0.76/llm); lang-en(0.75/llm); original(0.70/heuristic); transition-safe(0.58/llm),,,,5,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
ee5ab277320b432637e0a2b997010805f9cf826d748ddfd6018935f08d6b9336,c2831538-94b0-4a57-b034-5e873a53c42e,Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess (Explicit),258,c2831538-94b0-4a57-b034-5e873a53c42e/ee5ab277320b432637e0a2b997010805f9cf826d748ddfd6018935f08d6b9336.mp3,9.96,mp3,320,44100,high-compressed,ready,0.652,,,,,,2026-07-06T04:54:49.716577+00:00,2026-07-06T06:17:45.101701+00:00,pop(0.65/llm); dance-pop(0.65/llm),baddie(0.63/llm); confident(0.63/llm),playlist-continue-good(0.62/llm); party(0.61/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.60/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); pop(0.65/llm); dance-pop(0.65/llm); baddie(0.63/llm); confident(0.63/llm); playlist-continue-good(0.62/llm); party(0.61/llm); lang-en(0.60/llm); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
3ed28a61e1aa0c4a22b185338dd4de92f0fb30242047e1cd9174a6430c077018,c2831538-94b0-4a57-b034-5e873a53c42e,Super Graphic Ultra Modern Girl,Chappell Roan,The Rise and Fall of a Midwest Princess (Explicit),183.9,c2831538-94b0-4a57-b034-5e873a53c42e/3ed28a61e1aa0c4a22b185338dd4de92f0fb30242047e1cd9174a6430c077018.mp3,7.13,mp3,320,44100,high-compressed,ready,0.704,,,,,,2026-07-06T04:54:44.043232+00:00,2026-07-06T06:17:54.777368+00:00,hip-hop(0.70/llm); rap(0.70/llm),quirky(0.68/llm); meme(0.68/llm),playlist-continue-good(0.66/llm); transition-safe(0.66/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),,high-compressed(0.85/heuristic); original(0.70/heuristic); hip-hop(0.70/llm); rap(0.70/llm); quirky(0.68/llm); meme(0.68/llm); playlist-continue-good(0.66/llm); transition-safe(0.66/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
68a16095271b66d55e1c8dac3a1250e05125a42bf8bf288bc9b77e061259e53a,c2831538-94b0-4a57-b034-5e873a53c42e,360 (Explicit),Charli xcx,BRAT (Explicit),133.8,c2831538-94b0-4a57-b034-5e873a53c42e/68a16095271b66d55e1c8dac3a1250e05125a42bf8bf288bc9b77e061259e53a.mp3,5.15,mp3,320,44100,high-compressed,ready,0.68,,,,,,2026-07-06T04:53:51.942407+00:00,2026-07-06T06:17:59.605134+00:00,dance-pop(0.70/llm); alt-pop(0.70/llm),baddie(0.68/llm); confident(0.68/llm),party(0.66/llm); gym(0.66/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.65/llm),high-compressed(0.85/heuristic); original(0.70/heuristic); dance-pop(0.70/llm); alt-pop(0.70/llm); baddie(0.68/llm); confident(0.68/llm); party(0.66/llm); gym(0.66/llm); lang-en(0.65/llm); playlist-continue-good(0.62/llm); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
0dc4b82d3c3eb14d41b6eaee6ff149847f434596413015394feb0c14c341b5cc,c2831538-94b0-4a57-b034-5e873a53c42e,Apple,Charli xcx,BRAT (Explicit),151.7,c2831538-94b0-4a57-b034-5e873a53c42e/0dc4b82d3c3eb14d41b6eaee6ff149847f434596413015394feb0c14c341b5cc.mp3,5.82,mp3,320,44100,high-compressed,ready,0.672,,,,,,2026-07-06T04:53:52.038697+00:00,2026-07-06T06:18:01.444634+00:00,dance-pop(0.68/llm); alt-pop(0.68/llm),quirky(0.66/llm); confident(0.66/llm),party(0.64/llm); playlist-continue-good(0.64/llm); transition-safe(0.58/llm),original(0.70/heuristic),duplicate(0.95/heuristic); high-compressed(0.85/heuristic),lang-en(0.63/llm),duplicate(0.95/heuristic); high-compressed(0.85/heuristic); original(0.70/heuristic); dance-pop(0.68/llm); alt-pop(0.68/llm); quirky(0.66/llm); confident(0.66/llm); party(0.64/llm); playlist-continue-good(0.64/llm); lang-en(0.63/llm); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing; duplicate_suspect,BPM not analyzed.
17d3bb09a7e2e0326fa925e54f109d6f8c6a657f8f4dada89c59f6e337d95037,c2831538-94b0-4a57-b034-5e873a53c42e,Apple,Charli xcx,BRAT (Explicit),151.7,c2831538-94b0-4a57-b034-5e873a53c42e/17d3bb09a7e2e0326fa925e54f109d6f8c6a657f8f4dada89c59f6e337d95037.mp3,5.81,mp3,320,44100,high-compressed,ready,0.748,,,,,,2026-07-06T04:55:19.024797+00:00,2026-07-06T06:18:01.199711+00:00,pop(0.85/heuristic); dance-pop(0.82/heuristic),club(0.75/heuristic),playlist-continue-good(0.70/heuristic); homepage-safe(0.68/heuristic); transition-safe(0.58/heuristic),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.80/heuristic),pop(0.85/heuristic); high-compressed(0.85/heuristic); dance-pop(0.82/heuristic); lang-en(0.80/heuristic); club(0.75/heuristic); playlist-continue-good(0.70/heuristic); original(0.70/heuristic); homepage-safe(0.68/heuristic); transition-safe(0.58/heuristic),,,,5,5,4,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing; duplicate_suspect,BPM not analyzed.
19276fcb7b430200f53763bbf6a7dcbd83361f1d75dc26787f9747252f29b70c,c2831538-94b0-4a57-b034-5e873a53c42e,Guess,Charli xcx,未知专辑,142.3,c2831538-94b0-4a57-b034-5e873a53c42e/19276fcb7b430200f53763bbf6a7dcbd83361f1d75dc26787f9747252f29b70c.mp3,5.49,mp3,320,44100,high-compressed,ready,0.748,,,,,,2026-07-06T04:55:00.742298+00:00,2026-07-06T06:18:01.100228+00:00,pop(0.85/heuristic); dance-pop(0.82/heuristic),club(0.75/heuristic),playlist-continue-good(0.70/heuristic); homepage-safe(0.68/heuristic); transition-safe(0.58/heuristic),original(0.70/heuristic),high-compressed(0.85/heuristic),lang-en(0.80/heuristic),pop(0.85/heuristic); high-compressed(0.85/heuristic); dance-pop(0.82/heuristic); lang-en(0.80/heuristic); club(0.75/heuristic); playlist-continue-good(0.70/heuristic); original(0.70/heuristic); homepage-safe(0.68/heuristic); transition-safe(0.58/heuristic),,,,5,5,4,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
d5605ab076023d3d79a5bff7c37ef1f3095675d73a2b4d49378191aeb595ea92,c2831538-94b0-4a57-b034-5e873a53c42e,Von dutch (Explicit),Charli xcx,BRAT (Explicit),164.3,c2831538-94b0-4a57-b034-5e873a53c42e/d5605ab076023d3d79a5bff7c37ef1f3095675d73a2b4d49378191aeb595ea92.mp3,6.32,mp3,320,44100,high-compressed,ready,0.664,,,,,,2026-07-06T04:53:42.302952+00:00,2026-07-06T06:17:43.021206+00:00,pop(0.70/llm); dance-pop(0.70/llm),baddie(0.68/llm); confident(0.68/llm),party(0.66/llm); playlist-continue-good(0.66/llm); transition-safe(0.58/llm),,,lang-en(0.65/llm),pop(0.70/llm); dance-pop(0.70/llm); baddie(0.68/llm); confident(0.68/llm); party(0.66/llm); playlist-continue-good(0.66/llm); lang-en(0.65/llm); transition-safe(0.58/llm),,,,4,3,3,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing,BPM not analyzed.
0ff9b29122bf131f7d8c8c9f4f2b42c1be696e8dbd4c84d5c33293f86cddeae1,c2831538-94b0-4a57-b034-5e873a53c42e,"Girl, so confusing (2025科切拉音乐节现场)",Charli xcx、Lorde,未知专辑,201.9,c2831538-94b0-4a57-b034-5e873a53c42e/0ff9b29122bf131f7d8c8c9f4f2b42c1be696e8dbd4c84d5c33293f86cddeae1.mp3,3.12,mp3,128,44100,standard-quality,ready,0.748,,,,,,2026-07-06T04:55:02.441233+00:00,2026-07-06T06:18:00.106306+00:00,pop(0.85/heuristic); dance-pop(0.82/heuristic),club(0.75/heuristic),playlist-continue-good(0.70/heuristic); homepage-safe(0.68/heuristic); transition-safe(0.58/heuristic),original(0.70/heuristic),standard-quality(0.85/heuristic),lang-en(0.80/heuristic),pop(0.85/heuristic); standard-quality(0.85/heuristic); dance-pop(0.82/heuristic); lang-en(0.80/heuristic); club(0.75/heuristic); playlist-continue-good(0.70/heuristic); original(0.70/heuristic); homepage-safe(0.68/heuristic); transition-safe(0.58/heuristic),,,,5,5,4,,,4,,,0,0,0,0,,,no,missing_bpm; embedding_missing; bad_quality,BPM not analyzed.
